id,start,end,today,head_of_household,lga_of_residence,Village,birth_year,Gender,Marital_Status,Household_size,Educational_Level,Living_Arrangement,roof_type,Religious_Affiliation,coop_society_member,Specify_cooperative_society,planting_time,farmland_cultivated_ha,measure_of_seed,bags_of_potato_seeds,baskets_of_potato_seed,cost_of_seeds,cost_of_farm_prep,fert_bags_required,fert_bags_purchased_preseason,total_fert_bags_purchased,total_cost_of_fert,pesticides,farmland_other_crops,farm_prep_cost_other_crops,mixed_cropping,years_of_experience,prior_participation,potato_variety,potato_variety_caruso,potato_variety_marabel,potato_variety_lady_cristyl,potato_variety_nicola,potato_variety_other,potato_variety_diamant,time_of_harvest,time_of_harvest_may,time_of_harvest_june,time_of_harvest_july,time_of_harvest_august,time_of_harvest_september,time_of_harvest_october,quantity_harvested_bags,need_a_store,find_storage_facility,who_owns_facility,self_owned_facility,potato_value_chain_facility,individuals_owned_facility,a_group_facility,government_owned_facility,facility_by_others,potato_storage_time,bags_of_potato_stored,cost_of_storage,post_harvest_losses,post_harvest_loss_bags,potato_sold_bags,potato_bag_price,hired_labourers,hired_labourers_num,labourers_wages,nature_of_labour,want_copy_of_report,email_provider,core_potato_lga,farm_prep_prop,fert_prop,time_taken,survey_day,survey_month,potato_farmsize_ha,potato_seeds_tons,farmsize_others_ha,potato_harvested_tons,qty_potato_stored_tons,post_harvest_loss_tons,potato_sold_tons,potato_price_kg,potato_price_ton
1978-M-7374,2023-08-28T16:22:56Z,2023-08-28T16:26:33Z,2023-08-28,yes,Bokkos,Kwatas,1978,Male,Married,5,secondary_education,owned,zinc,christian,yes,Potato farmers cooperative,april,1,bags,8,0,114000,12000,8,4,8,128000,Blue snow and Glory,2,15000,no,25,yes,caruso other,1,0,0,0,1,0,august,0,0,0,1,0,0,42,no,na,na,0,0,0,0,0,0,0,0,0,yes,2,35,25000,yes,3,28000,manual,no,na,Yes,44.44,50,3.60871666669846,Monday,August,0.045,0.4,0.09,2.1,0,0.1,1.75,0.7,700
1978-F-6969,2023-08-28T23:09:39Z,2023-08-29T08:13:42Z,2023-08-29,no,Jos South,Du,1978,Female,Married,5,tertiary_education,inherited,zinc,christian,yes,Besa renuyel Du,may,2,baskets,0,4,60000,14000,2,2,2,53000,"Best , z-force , cabro",2,7000,yes,10,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,15,no,na,na,0,0,0,0,0,0,0,0,0,no,0,14,18000,yes,5,10000,manual,no,na,Yes,66.67,100,544.051133334637,Monday,August,0.09,0.1,0.09,0.75,0,0,0.7,0.28,280
1978-F-5291,2023-08-29T08:33:03Z,2023-08-29T16:15:29Z,2023-08-29,no,Jos South,Kuru,1978,Female,Married,5,tertiary_education,owned,zinc,christian,yes,Mafeng farmers,may,2,baskets,0,4,60000,10000,2,2,2,60000,"Cabro, glory",3,13000,yes,9,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,10,no,na,na,0,0,0,0,0,0,0,0,0,no,0,9,17500,yes,3,6000,manual,no,na,Yes,43.48,100,462.436716667811,Tuesday,August,0.09,0.1,0.14,0.5,0,0,0.45,0.18,180
1978-M-8730,2023-08-29T20:52:41Z,2023-08-29T21:20:42Z,2023-08-29,yes,Jos South,Kuru,1978,Male,Married,5,secondary_education,owned,zinc,christian,yes,Divine smile farmers,may,2,baskets,0,4,60000,13000,2,2,2,53000,"Glory, z-force",2,9000,yes,13,yes,other,0,0,0,0,1,0,july,0,0,1,0,0,0,13,no,na,na,0,0,0,0,0,0,0,0,0,no,0,12,17500,yes,6,12000,manual,no,na,Yes,59.09,100,28.019833334287,Tuesday,August,0.09,0.1,0.09,0.65,0,0,0.6,0.24,240
1978-M-1882,2023-08-29T20:59:23Z,2023-08-29T21:21:06Z,2023-08-29,yes,Jos South,Kuru,1978,Male,Married,5,tertiary_education,owned,zinc,christian,yes,Divine smile farmers,may,3,baskets,0,5,75000,15000,2,2,3,53000,"Best, z-force, cabro",2,12000,yes,5,yes,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,18,no,na,na,0,0,0,0,0,0,0,0,0,no,0,16,18500,yes,12,24000,manual,no,na,Yes,55.56,100,21.7141999999682,Tuesday,August,0.135,0.12,0.09,0.9,0,0,0.8,0.32,320
1978-F-5048,2023-08-30T09:06:52Z,2023-08-30T09:43:58Z,2023-08-30,no,Jos South,Kuru,1978,Female,Married,5,tertiary_education,inherited,zinc,christian,yes,Sele farmers,may,2,baskets,0,4,60000,12000,3,2,2,53000,Glory,3,10000,yes,8,yes,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,12,no,na,na,0,0,0,0,0,0,0,0,0,no,0,11,17500,yes,4,8000,manual,no,na,Yes,54.55,66.67,37.0847000002861,Wednesday,August,0.09,0.1,0.14,0.6,0,0,0.55,0.22,220
1978-F-5291,2023-08-30T09:44:50Z,2023-08-30T18:44:16Z,2023-08-30,no,Jos South,Kuru,1978,Female,Married,5,secondary_education,inherited,zinc,christian,yes,Sele farmers,may,2,baskets,0,4,60000,11000,2,2,2,53000,"Best, z-force ,cabro",3,13000,yes,15,yes,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,12,no,na,na,0,0,0,0,0,0,0,0,0,no,0,10,16500,yes,3,6000,manual,no,na,Yes,45.83,100,539.421750001113,Wednesday,August,0.09,0.1,0.14,0.6,0,0,0.5,0.2,200
1978-F-0075,2023-08-30T15:08:14Z,2023-08-30T18:49:46Z,2023-08-30,no,Jos South,Kuru,1978,Female,Married,5,secondary_education,owned,zinc,christian,yes,Unity farmers group,may,2,baskets,0,4,60000,10000,2,2,2,53000,"Glory, best, cabro",3,9000,yes,12,yes,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,13,no,na,na,0,0,0,0,0,0,0,0,0,no,0,12,17500,yes,5,10000,manual,no,na,Yes,52.63,100,221.537883333365,Wednesday,August,0.09,0.1,0.14,0.65,0,0,0.6,0.24,240
1978-M-8110,2023-08-30T20:05:13Z,2023-08-30T20:09:23Z,2023-08-30,yes,Barkin Ladi,Kurafalls,1978,Male,Married,5,secondary_education,owned,zinc,christian,no,na,april,3,baskets,0,3,5000,2000,4,4,4,1200,Glory,1,8000,yes,6,yes,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,39,no,na,na,0,0,0,0,0,0,0,0,0,no,0,39,18000,no,0,0,manual,no,na,Yes,20,100,4.16961666742961,Wednesday,August,0.135,0.07,0.04,1.95,0,0,1.95,0.78,780
1978-F-4384,2023-08-31T15:31:25Z,2023-08-31T16:17:26Z,2023-08-31,no,Jos South,Kuru,1978,Female,Married,5,tertiary_education,owned,zinc,christian,yes,Mafeng farmers gruop,may,3,baskets,0,6,90000,16000,3,2,3,80000,"Cabro, glory",2,8000,yes,20,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,23,no,na,na,0,0,0,0,0,0,0,0,0,no,0,20,18500,yes,16,32000,manual,no,na,Yes,66.67,66.67,46.016733332475,Thursday,August,0.135,0.15,0.09,1.15,0,0,1,0.4,400
1978-F-2548,2023-08-31T17:21:40Z,2023-08-31T19:16:47Z,2023-08-31,no,Jos South,Zawan,1978,Female,Married,5,tertiary_education,inherited,zinc,christian,yes,Help women group,may,4,baskets,0,8,120000,26000,4,2,4,106000,"Glory, blue snow",1,3000,yes,6,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,28,no,na,na,0,0,0,0,0,0,0,0,0,no,0,26,18000,yes,20,40000,manual,no,na,Yes,89.66,50,115.116666666667,Thursday,August,0.18,0.2,0.04,1.4,0,0,1.3,0.52,520
1978-F-6488,2023-08-31T18:48:01Z,2023-08-31T19:19:08Z,2023-08-31,no,Jos South,Nyango Gura Gyel,1978,Female,Married,5,secondary_education,inherited,zinc,christian,yes,Kanchu farmers group,may,3,baskets,0,5,75000,13000,3,2,2,53000,Glory,1,3000,yes,16,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,19,no,na,na,0,0,0,0,0,0,0,0,0,no,0,18,17500,yes,15,30000,manual,no,na,Yes,81.25,66.67,31.1138500014941,Thursday,August,0.135,0.12,0.04,0.95,0,0,0.9,0.36,360
1978-M-8299,2023-08-31T19:35:51Z,2023-08-31T19:38:02Z,2023-08-31,yes,Barkin Ladi,Kuzen,1978,Male,Married,5,secondary_education,owned,zinc,christian,no,na,april,3,baskets,0,3,56000,2000,3,3,3,900,Glory,1,9000,yes,7,yes,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,30,no,na,na,0,0,0,0,0,0,0,0,0,no,0,30,19000,no,0,0,manual,no,na,Yes,18.18,100,2.17886666456858,Thursday,August,0.135,0.07,0.04,1.5,0,0,1.5,0.6,600
1978-M-1916,2023-09-01T08:36:48Z,2023-09-01T08:38:58Z,2023-09-01,yes,Barkin Ladi,Kuzen,1978,Male,Married,5,secondary_education,owned,zinc,christian,no,na,april,3,baskets,0,3,4000,2000,3,3,3,900,Glory,1,5000,yes,9,yes,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,30,no,na,na,0,0,0,0,0,0,0,0,0,no,0,30,19000,no,0,0,manual,no,na,Yes,28.57,100,2.17498333454132,Friday,September,0.135,0.07,0.04,1.5,0,0,1.5,0.6,600
1978-M-3226,2023-09-01T10:16:31Z,2023-09-01T10:23:42Z,2023-09-01,yes,Jos North,Bark farm,1978,Male,divorced,5,non_formal_education,rented,zinc,muslim,yes,Green light,june,6,baskets,0,8,10000,150000,6,2,4,135000,12,1,50000,no,5,yes,other diamant,0,0,0,0,1,1,september,0,0,0,0,1,0,45,yes,no,na,0,0,0,0,0,0,0,0,0,yes,5,25,15000,yes,2,20000,manual,no,na,Yes,75,33.33,7.17476666371028,Friday,September,0.27,0.2,0.04,2.25,0,0.25,1.25,0.5,500
1978-F-0993,2023-09-03T18:40:49Z,2023-09-03T19:30:43Z,2023-09-03,no,Jos South,Chugwi Vwang,1978,Female,Married,5,secondary_education,owned,zinc,christian,yes,Kauna group,may,4,baskets,0,8,120000,22000,4,2,4,106000,"Glory, cabro",4,16000,yes,15,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,30,no,na,na,0,0,0,0,0,0,0,0,0,yes,2,25,17000,yes,23,46000,manual,no,na,Yes,57.89,50,49.8924499988556,Sunday,September,0.18,0.2,0.18,1.5,0,0.1,1.25,0.5,500
1978-F-6110,2023-08-16T09:03:44Z,2023-08-16T09:13:28Z,2023-08-16,no,Mangu,Bwanzuhum,1978,Female,Married,4,secondary_education,owned,zinc,christian,no,na,april,50,bags,3,0,35000,2000,2,1,2,40000,Glory,50,2000,no,5,no,diamant,0,0,0,0,0,1,july,0,0,1,0,0,0,30,no,na,na,0,0,0,0,0,0,0,0,0,no,0,29,40000,no,0,0,manual,no,na,Yes,50,50,9.73573333024979,Wednesday,August,2.25,0.15,2.25,1.5,0,0,1.45,0.58,580
1978-M-9147,2023-08-16T10:46:11Z,2023-08-16T10:55:30Z,2023-08-16,yes,Riyom,Danpyam,1978,Male,Married,4,secondary_education,owned,zinc,christian,yes,Weng MCS,april,2,bags,8,0,60000,20000,8,6,6,180000,"Blue snow, Glory",3,40000,no,20,no,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,16,yes,yes,individuals,0,0,1,0,0,0,14,12,10000,yes,2,12,20000,yes,4,20000,manual,no,na,Yes,33.33,75,9.31910000244776,Wednesday,August,0.09,0.4,0.14,0.8,0.6,0.1,0.6,0.24,240
1978-M-0436,2023-08-17T14:12:00Z,2023-08-17T14:18:36Z,2023-08-17,yes,Mangu,Dukibin,1978,Male,Married,4,primary_education,owned,zinc,christian,no,na,april,150,bags,13,0,35000,5000,8,5,7,160000,Copper fungicide,150,5000,no,6,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,81,no,na,na,0,0,0,0,0,0,0,0,0,no,0,79,38000,yes,4,8000,manual,no,na,Yes,50,62.5,6.58609999815623,Thursday,August,6.75,0.65,6.75,4.05,0,0,3.95,1.58,1580
1978-F-9809,2023-08-18T11:09:26Z,2023-08-18T11:18:12Z,2023-08-18,yes,Barkin Ladi,Foron,1978,Female,Married,4,secondary_education,owned,zinc,christian,yes,Simi co-0perative society,march,3,bags,2,0,5000,4000,3,3,2,1000,Glory,2,19000,yes,9,yes,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,28,no,na,na,0,0,0,0,0,0,0,0,0,no,0,28,19500,yes,2,15000,manual,no,na,Yes,17.39,100,8.78135000069936,Friday,August,0.135,0.1,0.09,1.4,0,0,1.4,0.56,560
1978-M-4223,2023-08-18T19:41:58Z,2023-08-18T19:46:30Z,2023-08-18,no,Langtang South,Zambang,1978,Male,Single,4,secondary_education,owned,thatched,christian,no,na,may,1,baskets,0,1,21000,10000,1,0,1,28000,Blue snore,6,60000,no,3,yes,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,4,no,na,na,0,0,0,0,0,0,0,0,0,no,0,4,20000,yes,2,10000,manual,no,na,No,14.29,0,4.52469999790192,Friday,August,0.045,0.03,0.27,0.2,0,0,0.2,0.08,80
1978-F-8838,2023-08-19T04:37:19Z,2023-08-19T07:33:41Z,2023-08-19,yes,Bassa,Miango,1978,Female,Married,4,secondary_education,owned,zinc,christian,yes,Rogo Group,april,6,bags,7,0,112000,75000,6,4,6,150000,"Glory, fungicides and contact",9,82000,no,13,no,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,48,no,na,na,0,0,0,0,0,0,0,0,0,yes,4,44,21000,yes,33,92000,manual,no,na,Yes,47.77,66.67,176.360466667016,Saturday,August,0.27,0.35,0.41,2.4,0,0.2,2.2,0.88,880
1978-M-3740,2023-08-20T10:24:27Z,2023-08-20T10:29:07Z,2023-08-20,yes,Riyom,Dabem,1978,Male,Married,4,tertiary_education,owned,zinc,christian,yes,Mafeng MCS,may,1,bags,5,0,100000,16000,7,2,5,150000,Glory,4,35000,no,20,yes,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,14,no,na,na,0,0,0,0,0,0,0,0,0,yes,3,13,18000,yes,7,21000,manual,no,na,Yes,31.37,28.57,4.66341666380564,Sunday,August,0.045,0.25,0.18,0.7,0,0.15,0.65,0.26,260
1978-F-8196,2023-08-21T11:24:44Z,2023-08-21T11:30:04Z,2023-08-21,no,Mangu,LCC DUNGBHUU,1978,Female,Married,4,non_formal_education,inherited,zinc,christian,no,na,may,100,bags,5,0,100000,50000,5,3,4,100000,Mancozeb,150,80000,yes,6,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,50,yes,yes,self,1,0,0,0,0,0,30,35,3000,no,0,30,22000,yes,6,60000,manual,no,na,Yes,38.46,60,5.34191666841507,Monday,August,4.5,0.25,6.75,2.5,1.75,0,1.5,0.6,600
1978-F-8936,2023-08-21T13:18:18Z,2023-08-21T13:24:24Z,2023-08-21,no,Mangu,PWASKOP,1978,Female,Married,4,non_formal_education,inherited,zinc,christian,no,na,may,300,bags,15,0,300000,200000,16,14,15,425000,Luna fungicides,200,120000,no,6,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,160,yes,yes,self,1,0,0,0,0,0,31,100,6500,no,0,85,24000,yes,15,150000,manual,no,na,Yes,62.5,87.5,6.08680000305176,Monday,August,13.5,0.75,9,8,5,0,4.25,1.7,1700
1978-M-8886,2023-08-22T03:36:37Z,2023-08-22T03:56:11Z,2023-08-22,yes,Bassa,Zabolo,1978,Male,Married,4,secondary_education,inherited,zinc,christian,yes,Rabitry Group,april,3,bags,4,0,72000,34000,3,2,3,78000,Glory and Contact,10,98000,no,11,no,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,26,no,na,na,0,0,0,0,0,0,0,0,0,yes,3,23,23000,yes,18,45000,manual,no,na,Yes,25.76,66.67,19.5530499974887,Tuesday,August,0.135,0.2,0.45,1.3,0,0.15,1.15,0.46,460
1978-F-1871,2023-08-22T13:45:01Z,2023-08-22T13:50:21Z,2023-08-22,yes,Langtang North,Mban,1978,Female,Married,4,primary_education,inherited,thatched,christian,yes,Timzng farmers association,july,1,baskets,0,2,12000,45000,5,3,3,75000,Perfect killer,4,250000,no,1,yes,marabel,0,1,0,0,0,0,october,0,0,0,0,0,1,10,no,na,na,0,0,0,0,0,0,0,0,0,no,0,7,25000,no,0,0,manual,no,na,No,15.25,60,5.33111666838328,Tuesday,August,0.045,0.05,0.18,0.5,0,0,0.35,0.14,140
1978-F-3558,2023-08-22T17:18:53Z,2023-08-22T17:22:19Z,2023-08-22,no,Mangu,KOGUL,1978,Female,Married,4,non_formal_education,owned,zinc,christian,no,na,may,200,bags,10,0,200000,100000,10,7,8,200000,Luna fungicides,100,50000,no,4,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,120,yes,yes,self,1,0,0,0,0,0,30,110,3500,no,0,95,20000,yes,10,100000,manual,no,na,Yes,66.67,70,3.42586666742961,Tuesday,August,9,0.5,4.5,6,5.5,0,4.75,1.9,1900
1978-F-5800,2023-08-22T21:14:01Z,2023-08-22T21:17:42Z,2023-08-22,no,Bokkos,MAMBUNG,1978,Female,Married,4,no_education,owned,thatched,christian,yes,Potato farmers cooperative,march,3,bags,20,0,320000,75000,20,16,20,320000,Blue snow and Glory,2,20000,no,25,yes,caruso nicola other,1,0,0,1,1,0,august september,0,0,0,1,1,0,115,no,na,na,0,0,0,0,0,0,0,0,0,yes,7,80,22000,yes,6,55000,manual,no,na,Yes,78.95,80,3.67310000260671,Tuesday,August,0.135,1,0.09,5.75,0,0.35,4,1.6,1600
1978-F-3985,2023-08-23T02:41:21Z,2023-08-23T02:51:55Z,2023-08-23,no,Bassa,Miango,1978,Female,Married,4,secondary_education,owned,zinc,christian,yes,Chiyenento Group,april,3,bags,4,0,72000,34000,3,2,3,75000,Glory and Contact,8,74000,no,12,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,29,no,na,na,0,0,0,0,0,0,0,0,0,yes,3,26,23000,yes,19,43000,manual,no,na,Yes,31.48,66.67,10.5605499982834,Wednesday,August,0.135,0.2,0.36,1.45,0,0.15,1.3,0.52,520
1978-F-7447,2023-08-24T05:10:37Z,2023-08-24T05:14:23Z,2023-08-24,no,Pankshin,Dang Wokkos,1978,Female,Married,4,secondary_education,owned,zinc,christian,yes,Dang Potato farmers Association Wokkos,may,1,bags,3,0,45000,13000,2,4,4,80000,Chlorpyrofor carbamaters glory,1,16500,no,3,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,7,no,na,na,0,0,0,0,0,0,0,0,0,no,0,6,13000,no,0,0,manual,no,na,Yes,44.07,200,3.77556666930517,Thursday,August,0.045,0.15,0.04,0.35,0,0,0.3,0.12,120
1978-M-3401,2023-08-24T11:53:07Z,2023-08-24T12:00:01Z,2023-08-24,yes,Mangu,Panyam,1978,Male,Married,4,secondary_education,owned,zinc,christian,no,na,april,100,bags,8,0,35000,3500,7,6,6,105000,Phosphine Acid,100,3500,no,4,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,59,no,na,na,0,0,0,0,0,0,0,0,0,no,0,55,40000,no,0,0,manual,no,na,Yes,50,85.71,6.88831666707993,Thursday,August,4.5,0.4,4.5,2.95,0,0,2.75,1.1,1100
1978-F-2070,2023-08-24T19:37:37Z,2023-08-24T19:40:28Z,2023-08-24,yes,Barkin Ladi,Fan,1978,Female,Married,4,secondary_education,inherited,zinc,christian,no,na,april,5,baskets,0,3,13000,25000,9,4,5,5000,Glory,3,50000,yes,8,yes,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,14,yes,yes,self,1,0,0,0,0,0,2,13,2500,yes,12,11,25000,yes,2,20000,manual,yes,gmail,Yes,33.33,44.44,2.84761666456858,Thursday,August,0.225,0.07,0.14,0.7,0.65,0.6,0.55,0.22,220
1978-M-8898,2023-08-24T20:17:25Z,2023-08-24T20:20:07Z,2023-08-24,yes,Mangu,Tong'ashak,1978,Male,Married,4,secondary_education,owned,zinc,christian,no,na,april,100,bags,8,0,37000,3000,7,5,6,165000,Glory,100,3000,no,4,no,diamant,0,0,0,0,0,1,august,0,0,0,1,0,0,56,no,na,na,0,0,0,0,0,0,0,0,0,no,0,52,40000,no,0,0,manual,no,na,Yes,50,71.43,2.68810000022252,Thursday,August,4.5,0.4,4.5,2.8,0,0,2.6,1.04,1040
1978-F-6571,2023-08-25T08:28:31Z,2023-08-25T08:32:01Z,2023-08-25,no,Mangu,Tong'ashak,1978,Female,Married,4,primary_education,owned,zinc,christian,no,na,april,150,bags,10,0,35000,4000,8,6,7,145000,Copper,150,4000,no,8,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,84,no,na,na,0,0,0,0,0,0,0,0,0,no,0,81,40000,no,0,0,manual,no,na,Yes,50,75,3.49923333326976,Friday,August,6.75,0.5,6.75,4.2,0,0,4.05,1.62,1620
1978-M-2674,2023-08-25T09:14:59Z,2023-08-25T09:17:41Z,2023-08-25,yes,Mangu,Tong'ashak,1978,Male,Married,4,secondary_education,owned,zinc,christian,no,na,april,100,bags,9,0,37000,3500,8,6,7,170000,Glory,100,3500,no,6,no,other,0,0,0,0,1,0,august,0,0,0,1,0,0,78,no,na,na,0,0,0,0,0,0,0,0,0,no,0,73,39000,yes,2,5000,manual,no,na,Yes,50,75,2.70218333403269,Friday,August,4.5,0.45,4.5,3.9,0,0,3.65,1.46,1460
1978-F-4273,2023-08-25T13:48:35Z,2023-08-25T13:53:02Z,2023-08-25,no,Mangu,Sabon gida,1978,Female,Married,4,secondary_education,owned,zinc,christian,no,na,april,100,bags,8,0,37000,3000,7,5,6,165000,Glory,100,3000,no,5,yes,lady_cristyl,0,0,1,0,0,0,july,0,0,1,0,0,0,54,no,na,na,0,0,0,0,0,0,0,0,0,no,0,52,40000,no,0,0,manual,no,na,Yes,50,71.43,4.44926666816076,Friday,August,4.5,0.4,4.5,2.7,0,0,2.6,1.04,1040
1978-M-8756,2023-08-26T06:46:04Z,2023-08-26T06:49:03Z,2023-08-26,yes,Mangu,Kombun,1978,Male,Married,4,secondary_education,owned,zinc,christian,no,na,april,150,bags,11,0,36000,4500,8,6,7,165000,Glory,150,4500,no,6,yes,other,0,0,0,0,1,0,august,0,0,0,1,0,0,97,no,na,na,0,0,0,0,0,0,0,0,0,no,0,95,38000,yes,3,9000,manual,no,na,Yes,50,75,2.9871000011762,Saturday,August,6.75,0.55,6.75,4.85,0,0,4.75,1.9,1900
1978-F-2070,2023-08-26T09:53:40Z,2023-08-26T09:57:05Z,2023-08-26,no,Riyom,Bangai,1978,Female,Married,4,secondary_education,owned,zinc,christian,yes,Begwa MCS,may,1,baskets,0,5,100000,18000,5,4,5,150000,Fungicides,3,20000,no,25,no,other,0,0,0,0,1,0,july,0,0,1,0,0,0,16,no,na,na,0,0,0,0,0,0,0,0,0,yes,2,13,18000,yes,5,15000,manual,no,na,Yes,47.37,80,3.41986666917801,Saturday,August,0.045,0.12,0.14,0.8,0,0.1,0.65,0.26,260
1978-M-6366,2023-08-26T15:10:00Z,2023-08-26T15:14:39Z,2023-08-26,yes,Riyom,Forest,1978,Male,Married,4,secondary_education,owned,zinc,christian,yes,Sele Begwa MCS,may,5,bags,5,0,125000,15000,5,4,5,150000,"Glory, carbro.",3,25000,no,19,no,other,0,0,0,0,1,0,july,0,0,1,0,0,0,16,no,na,na,0,0,0,0,0,0,0,0,0,yes,1,14,20000,yes,4,20000,manual,no,na,Yes,37.5,80,4.6495333313942,Saturday,August,0.225,0.25,0.14,0.8,0,0.05,0.7,0.28,280
1978-M-9463,2023-08-27T20:25:01Z,2023-08-27T20:27:34Z,2023-08-27,yes,Mangu,Mangu,1978,Male,Married,4,secondary_education,owned,zinc,christian,no,na,april,100,bags,8,0,36000,5000,7,5,6,160000,Copper fungicide,100,5000,no,6,yes,other,0,0,0,0,1,0,july,0,0,1,0,0,0,56,no,na,na,0,0,0,0,0,0,0,0,0,no,0,54,39000,no,0,0,manual,no,na,Yes,50,71.43,2.5528666694959,Sunday,August,4.5,0.4,4.5,2.8,0,0,2.7,1.08,1080
1978-F-6803,2023-08-26T03:46:36Z,2023-08-28T03:42:57Z,2023-08-26,no,Bassa,Gabia,1978,Female,Married,4,secondary_education,owned,zinc,christian,yes,Gabia farmers Multipurpose,may,3,bags,3,0,54000,32000,3,2,3,75000,Contact and Glory,10,120000,yes,15,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,28,no,na,na,0,0,0,0,0,0,0,0,0,yes,2,26,21000,yes,20,41000,manual,no,na,Yes,21.05,66.67,2876.33619999886,Saturday,August,0.135,0.15,0.45,1.4,0,0.1,1.3,0.52,520
1978-M-5118,2023-08-15T19:30:03Z,2023-08-15T19:37:56Z,2023-08-15,yes,Mangu,Bidol,1978,Male,Married,3,no_education,rented,zinc,christian,no,na,april,150,bags,7,0,35000,6000,6,4,5,100000,Phosphones acid,150,6000,no,8,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,17,no,na,na,0,0,0,0,0,0,0,0,0,no,0,15,45000,yes,4,12000,manual,no,na,Yes,50,66.67,7.87363333304723,Tuesday,August,6.75,0.35,6.75,0.85,0,0,0.75,0.3,300
1978-F-2812,2023-08-16T10:07:43Z,2023-08-16T10:12:24Z,2023-08-16,no,Mangu,Baudan Langai District,1978,Female,Married,3,primary_education,owned,zinc,muslim,no,na,april,50,bags,3,0,40000,3000,2,2,2,40000,Luna fungicides,50,2000,no,3,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,27,no,na,na,0,0,0,0,0,0,0,0,0,no,0,25,35000,no,0,0,manual,no,na,Yes,60,100,4.69398333231608,Wednesday,August,2.25,0.15,2.25,1.35,0,0,1.25,0.5,500
1978-M-8649,2023-08-16T10:40:42Z,2023-08-16T10:44:15Z,2023-08-16,yes,Mangu,Kogul,1978,Male,Married,3,secondary_education,owned,zinc,christian,no,na,april,50,bags,3,0,40000,2500,3,2,2,50000,Luna fungicides,50,2500,no,5,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,28,no,na,na,0,0,0,0,0,0,0,0,0,no,0,27,40000,no,0,0,manual,no,na,Yes,50,66.67,3.55334999958674,Wednesday,August,2.25,0.15,2.25,1.4,0,0,1.35,0.54,540
1978-M-2874,2023-08-16T10:53:03Z,2023-08-16T10:56:53Z,2023-08-16,no,Mangu,Jwakji pushit District,1978,Male,Married,3,secondary_education,owned,zinc,christian,no,na,april,50,bags,3,0,35000,2000,3,2,2,50000,Glory,50,2000,no,3,no,caruso,1,0,0,0,0,0,july,0,0,1,0,0,0,27,no,na,na,0,0,0,0,0,0,0,0,0,no,0,25,35000,no,0,0,manual,no,na,Yes,50,66.67,3.83151666720708,Wednesday,August,2.25,0.15,2.25,1.35,0,0,1.25,0.5,500
1978-M-5000,2023-08-16T11:09:34Z,2023-08-16T11:13:22Z,2023-08-16,yes,Mangu,Ampang West,1978,Male,Married,3,secondary_education,owned,zinc,christian,no,na,april,100,bags,8,0,35000,3000,6,4,5,110000,Luna fungicides,100,2000,no,5,no,caruso,1,0,0,0,0,0,july,0,0,1,0,0,0,75,no,na,na,0,0,0,0,0,0,0,0,0,no,0,74,35000,yes,4,8000,manual,no,na,Yes,60,66.67,3.80269999901454,Wednesday,August,4.5,0.4,4.5,3.75,0,0,3.7,1.48,1480
1978-M-4596,2023-08-17T13:42:03Z,2023-08-17T13:47:47Z,2023-08-17,yes,Mangu,Dunglar,1978,Male,Married,3,primary_education,owned,zinc,christian,no,na,april,150,bags,12,0,10,5000,9,7,8,175000,Copper fungicide,150,5000,no,8,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,96,no,na,na,0,0,0,0,0,0,0,0,0,no,0,94,36000,yes,3,9000,manual,no,na,Yes,50,77.78,5.7304166674614,Thursday,August,6.75,0.6,6.75,4.8,0,0,4.7,1.88,1880
