id,today,survey_day,survey_month,lga_of_residence,village,time_taken,birth_year,gender,marital_status,household_size,educational_level,living_arrangement,roof_type,coop_society_member,planting_time,potato_farmsize_ha,farmsize_others_ha,potato_seeds_tons,cost_of_seeds,cost_of_farm_prep,total_fert_bags_purchased,total_cost_of_fert,mixed_cropping,years_of_experience,prior_participation,potato_variety,time_of_harvest,potato_harvested_tons,need_a_store,find_storage_facility,qty_potato_stored_tons,post_harvest_losses,post_harvest_loss_tons,potato_sold_tons,potato_price_kg,potato_price_ton,hired_labourers,hired_labourers_num,labourers_wages,nature_of_labour
1978-M-0905,2023-08-17,Thursday,August,Mangu,Formulam,9.9411333322525,1978,Male,Married,3,secondary_education,owned,zinc,no,april,4.5,4.5,0.4,36000,3500,5,120000,no,6,no,nicola,august,2.25,no,na,0,no,0,2.2,780,780000,yes,2,6000,manual
1978-F-4529,2023-08-25,Friday,August,Mangu,Sabon gida,2.55833333333333,1978,Female,Married,3,secondary_education,owned,thatched,no,april,4.5,4.5,0.45,38000,4500,7,165000,no,6,yes,caruso,july,3.6,no,na,0,no,0,3.5,780,780000,no,0,0,manual
1978-F-9129,2023-08-26,Saturday,August,Mangu,A/West,2.56344999869665,1978,Female,Married,3,secondary_education,owned,zinc,no,april,4.5,4.5,0.4,36000,4000,7,175000,no,4,no,lady_cristyl,july,2.75,no,na,0,no,0,2.65,760,760000,no,0,0,manual
1978-F-7746,2023-08-27,Sunday,August,Mangu,A/West,2.87916666666667,1978,Female,Married,3,tertiary_education,owned,thatched,no,april,6.75,6.75,0.55,36000,4500,8,170000,no,2,no,other diamant,august,4.7,no,na,0,no,0,4.5,740,740000,no,0,0,manual
1978-F-6224,2023-08-25,Friday,August,Mangu,Sabon gida,2.42168333530426,1978,Female,Married,2,secondary_education,owned,zinc,no,april,2.25,2.25,0.3,35000,3500,4,85000,no,4,no,other,august,2.2,no,na,0,no,0,2.05,780,780000,no,0,0,manual
1978-F-5291,2023-08-30,Wednesday,August,Jos South,Kuru,57.182266664505,1978,Female,Married,2,secondary_education,rented,zinc,yes,may,0.09,0.14,0.1,60000,10000,2,53000,yes,19,yes,other,july,0.6,no,na,0,no,0,0.55,320,320000,yes,5,10000,manual
1977-F-4177,2023-08-21,Monday,August,Jos East,Nabar,4.37063333590825,1977,Female,Married,9,secondary_education,owned,zinc,yes,may,0.32,0.36,0.4,110000,35000,8,168000,yes,12,yes,caruso other,august,1.05,no,na,0,no,0,1,384,384000,yes,4,45000,manual
1977-F-0924,2023-08-22,Tuesday,August,Jos East,Igunrichi-Febas,5.30554999907811,1977,Female,Married,9,non_formal_education,owned,zinc,yes,may,0.27,0.36,0.35,122000,31000,8,146000,yes,8,yes,caruso marabel other,august,1.15,no,na,0,no,0,1,366,366000,no,0,0,manual
1977-M-1976,2023-08-23,Wednesday,August,Barkin Ladi,Sho,3.53388333320618,1977,Male,Married,9,secondary_education,inherited,zinc,yes,april,0.18,0.14,0.07,15000,75000,4,8,yes,8,yes,marabel,june,0.8,yes,yes,0.75,yes,0.7,0.65,500,500000,yes,2,20000,manual
1977-F-5523,2023-08-21,Monday,August,Jos East,Nabar,8.59550000031789,1977,Female,Married,8,non_formal_education,owned,zinc,yes,may,0.22,0.27,0.3,90000,38000,6,158000,yes,8,yes,caruso nicola other,august,0.85,no,na,0,no,0,0.8,370,370000,yes,4,38000,manual
1977-M-8763,2023-08-21,Monday,August,Jos East,Febas kugureci,5.49803333282471,1977,Male,Married,7,non_formal_education,owned,zinc,yes,may,0.18,0.36,0.25,68000,32000,6,129000,yes,6,yes,caruso marabel,august,0.8,no,na,0,no,0,0.75,364,364000,yes,4,38500,manual
1977-F-1933,2023-08-22,Tuesday,August,Jos South,Guratop,16.5466833353043,1977,Female,Married,7,tertiary_education,inherited,zinc,yes,may,0.09,0.04,0.07,45000,9000,2,50000,yes,10,yes,marabel other,july,0.6,no,na,0,no,0,0.4,370,370000,yes,4,8000,manual
1977-F-0638,2023-08-24,Thursday,August,Jos South,Zawan,12.4858666658401,1977,Female,Married,7,secondary_education,owned,zinc,yes,april,0.18,0.09,0.2,120000,22000,4,108000,yes,15,no,marabel other,july august,0.9,no,na,0,no,0,0.85,370,370000,yes,6,12000,manual
1977-F-6079,2023-08-29,Tuesday,August,Barkin Ladi,Zabot,4.48473333120346,1977,Female,Married,7,secondary_education,inherited,zinc,no,april,0.18,0.09,0.07,14000,75000,4,90000,yes,8,yes,marabel,june,0.75,yes,yes,0.7,yes,0.65,0.6,500,500000,yes,2,20000,manual
1977-F-1936,2023-09-01,Friday,September,Jos South,Gura Lando Gyel,782.488399998347,1977,Female,Married,7,secondary_education,owned,zinc,yes,may,0.14,0.09,0.12,75000,13000,2,53000,yes,13,no,marabel,july,0.9,yes,no,0,yes,0.05,0.8,350,350000,yes,9,18000,manual
1977-M-9071,2023-08-17,Thursday,August,Bassa,Miango,20.7854333321253,1977,Male,Married,6,secondary_education,owned,zinc,yes,april,0.36,0.68,0.45,144000,80000,9,225000,yes,16,yes,nicola,june,3.2,no,na,0,yes,0.4,2.8,460,460000,yes,58,120000,manual
1977-F-3946,2023-08-24,Thursday,August,Bassa,Miango,10.0990500013034,1977,Female,Married,6,non_formal_education,owned,zinc,yes,may,0.22,0.41,0.35,105000,47000,6,138000,yes,13,no,marabel,july,2.4,no,na,0,yes,0.2,2.2,460,460000,yes,34,65000,manual
1977-M-3954,2023-08-28,Monday,August,Jos South,Bek Du,39.0799333333969,1977,Male,Married,6,tertiary_education,owned,zinc,yes,may,0.18,0.09,0.2,120000,20000,4,105000,yes,15,no,marabel,july,1.25,no,na,0,no,0,1,370,370000,yes,10,20000,manual
1977-F-3540,2023-08-30,Wednesday,August,Jos South,Kuru,277.345533335209,1977,Female,Married,6,secondary_education,owned,zinc,yes,may,0.14,0.09,0.12,75000,15000,2,78000,yes,9,yes,marabel,august,0.95,no,na,0,no,0,0.85,370,370000,yes,5,10000,manual
1977-M-7173,2023-08-30,Wednesday,August,Jos South,Kuru,19.3885666688283,1977,Male,Married,6,tertiary_education,owned,zinc,yes,may,0.27,0.09,0.2,90000,13000,4,106000,yes,15,yes,other,august,0.75,no,na,0,no,0,0.7,360,360000,yes,6,12000,manual
1977-F-2607,2023-08-31,Thursday,August,Jos South,Rahwol kanang,496.699300003052,1977,Female,Married,6,secondary_education,owned,zinc,yes,may,0.09,0.04,0.1,60000,12000,2,53000,yes,25,no,marabel,august,0.65,no,na,0,no,0,0.6,340,340000,yes,4,8000,manual
1977-F-4457,2023-08-31,Thursday,August,Jos South,Turu Vwang,53.0325000007947,1977,Female,Married,6,secondary_education,owned,zinc,yes,may,0.14,0.09,0.12,75000,14000,2,53000,yes,26,no,other,july,1.1,no,na,0,no,0,1.05,360,360000,yes,18,36000,manual
1977-M-3894,2023-09-01,Friday,September,Jos South,Kwang Du,1060.17703333298,1977,Male,Married,6,tertiary_education,owned,zinc,yes,may,0.18,0.09,0.17,105000,22000,4,106000,yes,13,no,marabel,july,1.1,no,na,0,no,0,1,350,350000,yes,20,40000,manual
1977-F-3192,2023-09-03,Sunday,September,Jos South,Ji-Lah Turu,268.042683331172,1977,Female,Married,6,secondary_education,owned,zinc,yes,may,0.22,0.14,0.25,150000,34000,5,130000,yes,15,no,other,august,2,yes,no,0,yes,0.1,1.75,380,380000,yes,34,68000,manual
1977-F-1715,2023-09-04,Monday,September,Jos South,Anguldi Zawan,37.0413999994596,1977,Female,Married,6,tertiary_education,inherited,zinc,yes,may,0.09,0.04,0.1,60000,14000,2,53000,yes,13,no,marabel,july,0.85,no,na,0,no,0,0.75,340,340000,yes,12,24000,manual
1977-F-4065,2023-08-21,Monday,August,Jos South,Vwang,4.94063333670298,1977,Female,Married,5,secondary_education,owned,zinc,yes,april,0.14,0.18,0.12,70000,15000,3,75000,yes,20,yes,marabel other,august,0.75,no,na,0,yes,0.05,0.6,370,370000,yes,19,38000,manual
1977-F-1883,2023-08-21,Monday,August,Jos South,Vwang,5.57856666644414,1977,Female,Married,5,secondary_education,owned,zinc,yes,april,0.09,0.18,0.1,60000,12000,3,75000,yes,10,yes,marabel,august,0.75,no,na,0,yes,0.05,0.65,380,380000,yes,7,14000,manual
1977-M-6241,2023-08-22,Tuesday,August,Jos South,Vwang,548.630366667112,1977,Male,Married,5,tertiary_education,owned,zinc,yes,may,0.14,0.09,0.12,75000,10000,3,75000,yes,20,yes,marabel diamant,august,0.65,no,na,0,no,0,0.6,370,370000,yes,6,12000,manual
1977-F-5331,2023-08-24,Thursday,August,Bassa,Miango,9.66885000069936,1977,Female,Married,5,secondary_education,owned,zinc,yes,may,0.18,0.41,0.25,64000,40000,4,108000,no,9,yes,nicola,july,1.9,no,na,0,yes,0.15,1.75,440,440000,yes,21,49000,manual
1977-F-0263,2023-08-24,Thursday,August,Barkin Ladi,Fan,2.88211666742961,1977,Female,Married,5,secondary_education,inherited,zinc,no,april,0.14,0.09,0.05,13000,25000,4,5000,yes,7,yes,marabel,june,0.65,yes,yes,0.6,yes,0.6,0.55,500,500000,yes,2,20000,manual
1977-M-8131,2023-08-28,Monday,August,Jos South,Ladura Du,357.324783337116,1977,Male,Married,5,tertiary_education,owned,zinc,yes,may,0.18,0.14,0.2,120000,28000,4,106000,yes,29,no,marabel,july,1.35,no,na,0,no,0,1.25,340,340000,yes,12,24000,manual
1977-F-8010,2023-08-28,Monday,August,Jos South,Rabin Du,68.8263833324115,1977,Female,Married,5,tertiary_education,owned,zinc,yes,may,0.09,0.09,0.1,60000,10000,2,53000,yes,10,no,nicola,july,0.75,no,na,0,no,0,0.65,330,330000,yes,6,12000,manual
1977-F-5291,2023-08-29,Tuesday,August,Jos South,Kuru,457.819683333238,1977,Female,Married,5,secondary_education,owned,zinc,yes,may,0.18,0.09,0.2,120000,24000,4,106000,yes,13,no,marabel,july,1.4,no,na,0,no,0,1.35,350,350000,yes,12,24000,manual
1977-M-4428,2023-08-30,Wednesday,August,Jos South,Kuru,91.0460666656494,1977,Male,Married,5,tertiary_education,inherited,zinc,yes,may,0.18,0.09,0.2,120000,26000,4,106000,yes,16,yes,other,august,1.3,no,na,0,no,0,1.2,380,380000,yes,12,24000,manual
1977-F-7769,2023-09-01,Friday,September,Barkin Ladi,Kuzen,2.6088666677475,1977,Female,Married,5,non_formal_education,rented,zinc,no,april,0.14,0.09,0.07,2000,13000,3,900,no,10,yes,caruso marabel,may june july,1.95,no,na,0,no,0,1.5,380,380000,no,0,0,manual
1977-F-9502,2023-09-01,Friday,September,Jos South,Kuru,43.9266999999682,1977,Female,Married,5,secondary_education,owned,zinc,yes,may,0.14,0.09,0.12,75000,19000,2,53000,yes,12,no,marabel,august,1.15,no,na,0,no,0,1,380,380000,yes,16,32000,manual
1977-F-0001,2023-08-24,Thursday,August,Jos South,Turu,19.4127333323161,1977,Female,Married,4,secondary_education,owned,zinc,yes,april,0.09,0.09,0.07,45000,8000,2,56000,yes,12,no,marabel,august,0.65,no,na,0,no,0,0.5,360,360000,yes,5,10000,manual
1977-M-4653,2023-08-28,Monday,August,Jos South,Bek Du,46.6065833330154,1977,Male,Married,4,tertiary_education,owned,zinc,yes,may,0.18,0.09,0.2,120000,18000,4,105000,yes,19,no,marabel,july,0.95,yes,no,0,yes,0.15,0.75,370,370000,yes,7,14000,manual
1977-M-2254,2023-09-02,Saturday,September,Jos North,Babale,3.67458333174388,1977,Male,widowed,4,secondary_education,rented,zinc,no,april,0.5,0,0.2,46000,19800,5,138000,no,5,no,marabel,july,1.75,no,na,0,no,0,1.6,360,360000,yes,6,30000,manual
1977-F-7723,2023-09-03,Sunday,September,Jos South,Chugwi,29.5561166644096,1977,Female,Married,4,secondary_education,owned,zinc,yes,may,0.09,0.09,0.07,45000,12000,2,53000,yes,12,no,marabel,july,0.95,no,na,0,no,0,0.9,350,350000,yes,18,36000,manual
1977-F-2437,2023-08-27,Sunday,August,Mangu,Gindiri,2.44561666647593,1977,Female,Married,3,secondary_education,owned,zinc,no,april,6.75,6.75,0.5,35000,5000,7,175000,no,5,no,lady_cristyl,july,4.4,no,na,0,no,0,4.15,780,780000,no,0,0,manual
1976-F-6734,2023-08-21,Monday,August,Mangu,KOPAL,3.39781666596731,1976,Female,Married,10,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,6,yes,marabel,august,2.6,yes,yes,2.4,no,0,2,400,400000,yes,10,10000,manual
1976-M-2851,2023-08-22,Tuesday,August,Mangu,DUNGLA'AR,3.39338333209356,1976,Male,Married,10,non_formal_education,owned,zinc,no,may,13.5,4.5,0.75,300000,150000,10,250000,no,7,yes,caruso,july,10.5,yes,yes,10,no,0,9.25,400,400000,yes,14,140000,manual
1976-M-6975,2023-08-20,Sunday,August,Barkin Ladi,Kworos,5.03601666688919,1976,Male,Married,9,secondary_education,inherited,zinc,yes,march,0.22,0.14,0.12,25000,75000,4,6,yes,8,yes,marabel,june,0.8,yes,yes,0.7,yes,0.6,0.7,500,500000,yes,2,20000,manual
1976-M-0970,2023-08-20,Sunday,August,Barkin Ladi,Kworos,17.0318166653315,1976,Male,Married,9,secondary_education,inherited,zinc,yes,march,0.22,0.18,0.07,25000,75000,4,6,yes,9,yes,marabel,june,0.75,yes,yes,0.7,yes,0.65,0.6,500,500000,yes,2,20000,manual
1976-M-5598,2023-08-23,Wednesday,August,Barkin Ladi,Kworos,6.06348333358765,1976,Male,Married,9,secondary_education,inherited,zinc,yes,april,0.18,0.14,0.07,16000,75000,4,8,yes,8,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,20000,manual
1976-M-7043,2023-08-23,Wednesday,August,Barkin Ladi,Kworos,4.9806666692098,1976,Male,Married,9,secondary_education,inherited,zinc,yes,april,0.18,0.09,0.07,12000,75000,6,9,yes,10,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,20000,manual
1976-M-2171,2023-08-18,Friday,August,Barkin Ladi,Foron,9.84235000212987,1976,Male,Married,8,secondary_education,inherited,zinc,yes,march,0.14,0.18,0.05,5000,4000,3,1000,yes,9,yes,marabel,june,1.25,no,na,0,no,0,1,320,320000,yes,4,32000,manual
1976-F-9217,2023-08-20,Sunday,August,Barkin Ladi,Kworos,9.52556666533152,1976,Female,Married,8,secondary_education,inherited,zinc,yes,march,0.22,0.14,0.07,25000,50000,2,5,yes,6,yes,marabel,june,0.8,yes,yes,0.7,yes,0.6,0.55,500,500000,yes,2,20000,manual
1976-F-3235,2023-08-22,Tuesday,August,Jos East,FEDERE,6.53003333012263,1976,Female,Married,8,secondary_education,owned,zinc,yes,may,0.27,0.36,0.35,120000,31000,6,129000,yes,9,yes,caruso marabel,august,1.1,no,na,0,no,0,1.05,380,380000,yes,5,38000,manual
1976-F-2576,2023-08-23,Wednesday,August,Mangu,NAGINAK,3.16088333527247,1976,Female,Married,8,non_formal_education,owned,zinc,no,may,18,4.5,1,400000,200000,18,450000,yes,6,no,caruso,july,9.75,yes,yes,9,no,0,8.25,400,400000,yes,13,130000,manual
1976-M-9678,2023-08-29,Tuesday,August,Barkin Ladi,Zabot,3.4752500017484,1976,Male,Married,8,secondary_education,inherited,zinc,no,april,0.14,0.09,0.05,13000,25000,3,30000,yes,7,yes,marabel,june,0.75,yes,yes,0.7,yes,0.65,0.6,500,500000,yes,2,20000,manual
1976-F-1493,2023-09-02,Saturday,September,Jos East,Kayarda,9.08559999863307,1976,Female,Married,8,non_formal_education,owned,zinc,yes,may,0.18,0.27,0.3,98000,32000,4,84000,yes,15,no,caruso marabel,august,0.9,no,na,0,no,0,0.8,374,374000,no,0,0,manual
1976-M-9509,2023-08-22,Tuesday,August,Mangu,DUNGLA'AR,3.80171666542689,1976,Male,Married,7,non_formal_education,inherited,zinc,no,may,13.5,4.5,0.75,300000,130000,10,250000,yes,31,no,marabel,august,10,yes,yes,9.25,no,0,8.5,400,400000,yes,10,140000,manual
1976-M-9449,2023-08-25,Friday,August,Jos South,Chaha Vwang,451.300849997997,1976,Male,Married,7,secondary_education,owned,zinc,yes,april,0.22,0.45,0.25,150000,16000,4,106000,yes,20,no,nicola,august,1.2,no,na,0,yes,0.1,1,350,350000,yes,12,18000,manual
1976-M-7546,2023-08-28,Monday,August,Jos South,Du,85.7677333315214,1976,Male,Married,7,tertiary_education,owned,zinc,yes,may,0.22,0.09,0.25,150000,20000,4,104000,yes,13,no,nicola,august,1.15,yes,yes,1.1,yes,0.05,1.05,380,380000,yes,10,20000,manual
1976-F-4464,2023-08-19,Saturday,August,Bassa,Binchi,14.5877833326658,1976,Female,Married,6,tertiary_education,owned,zinc,yes,may,0.18,0.45,0.25,80000,36000,5,130000,no,11,yes,marabel,july,1.7,no,na,0,yes,0.15,1.55,460,460000,yes,22,48000,manual
1976-F-4880,2023-08-19,Saturday,August,Bassa,Miango,75.4600833336512,1976,Female,Married,6,secondary_education,owned,zinc,yes,may,0.22,0.41,0.3,180000,55000,6,150000,no,9,yes,marabel,july,2.15,no,na,0,yes,0.15,1.95,460,460000,yes,36,76000,manual
1976-F-5891,2023-08-18,Friday,August,Jos South,Zawan,4040.45143333276,1976,Female,Married,6,secondary_education,owned,zinc,yes,april,0.09,0.04,0.1,60000,12000,2,51000,yes,14,yes,marabel,july,0.6,no,na,0,yes,0.05,0.5,340,340000,yes,16,32000,manual
1976-F-8476,2023-08-23,Wednesday,August,Mangu,KERANG,5.20393333037694,1976,Female,Married,6,non_formal_education,owned,zinc,no,may,31.5,13.5,1.75,700000,350000,30,750000,yes,4,no,marabel,august,17.75,yes,yes,16.5,no,0,14.75,400,400000,yes,40,400000,manual
1976-F-5725,2023-08-24,Thursday,August,Bassa,Miango,13.8756833314896,1976,Female,Married,6,secondary_education,owned,zinc,yes,may,0.18,0.36,0.2,64000,38000,4,100000,yes,8,no,nicola,july,1.85,no,na,0,yes,0.1,1.75,440,440000,yes,22,26000,manual
1976-M-6032,2023-08-25,Friday,August,Jos South,Chaha Vwang,464.522166665395,1976,Male,Married,6,tertiary_education,owned,zinc,yes,may,0.22,0.36,0.25,150000,15000,4,104000,yes,16,no,marabel nicola,august,1.3,no,na,0,no,0,1.15,350,350000,yes,10,15000,manual
1976-F-7927,2023-08-27,Sunday,August,Jos South,Sheh Du,1031.79953333537,1976,Female,Married,6,secondary_education,inherited,zinc,yes,may,0.09,0.18,0.07,45000,9000,2,52000,yes,9,no,other,august,0.65,no,na,0,no,0,0.6,370,370000,yes,5,10000,manual
1976-M-9398,2023-08-28,Monday,August,Jos South,Rabin Du,65.5004666646322,1976,Male,Married,6,tertiary_education,owned,zinc,yes,may,0.18,0.14,0.2,120000,22000,4,105000,yes,26,no,marabel,july,0.9,no,na,0,no,0,0.8,360,360000,yes,10,20000,manual
1976-M-9165,2023-08-28,Monday,August,Jos South,Du,567.238200000922,1976,Male,Married,6,tertiary_education,owned,zinc,yes,may,0.18,0.09,0.2,120000,26000,4,106000,yes,20,no,other,august,1.35,no,na,0,no,0,1.3,380,380000,yes,12,24000,manual
1976-F-0847,2023-09-01,Friday,September,Jos South,Bukuru,185.230150000254,1976,Female,Married,6,tertiary_education,inherited,zinc,yes,may,0.09,0.14,0.1,60000,2,2,53000,yes,16,no,marabel,july,1.1,no,na,0,no,0,1,370,370000,yes,8,16000,manual
1976-F-7322,2023-09-02,Saturday,September,Jos South,Daholpya Turu,1014.72978333235,1976,Female,Married,6,secondary_education,owned,zinc,yes,may,0.18,0.09,0.2,12000,23000,4,106000,yes,23,no,other,july,1.3,yes,yes,0.5,yes,0.05,1.2,380,380000,yes,23,46000,manual
1976-F-8685,2023-09-03,Sunday,September,Jos South,Hwak Kuru,459.462366668383,1976,Female,Married,6,secondary_education,owned,zinc,yes,may,0.09,0.09,0.1,60000,13000,2,53000,yes,18,no,marabel,july,0.9,no,na,0,no,0,0.85,360,360000,yes,18,36000,manual
1976-F-6896,2023-08-18,Friday,August,Bassa,Mista-Ali,11.6654500007629,1976,Female,widowed,5,non_formal_education,owned,zinc,yes,may,0.27,0.41,0.17,112000,67000,6,156000,no,8,no,marabel,july,2.65,no,na,0,yes,0.2,2.45,440,440000,yes,29,82000,manual
1976-M-2003,2023-08-18,Friday,August,Bassa,Tega,14.1457166671753,1976,Male,Married,5,secondary_education,owned,zinc,yes,may,0.27,0.41,0.3,120000,78000,6,156000,no,12,no,marabel,july,2.65,no,na,0,yes,0.2,2.45,420,420000,yes,30,96000,manual
1976-F-0565,2023-08-21,Monday,August,Mangu,LCC DUNGBHUU,5.56799999872843,1976,Female,Married,5,non_formal_education,inherited,zinc,no,may,4.5,4.5,0.25,20000,50000,4,100000,no,8,yes,marabel,august,2.5,yes,yes,1.5,no,0,1.25,400,400000,yes,5,50000,manual
1976-F-4101,2023-08-24,Thursday,August,Mangu,Panyam,3.90181666612625,1976,Female,Married,5,primary_education,owned,thatched,no,april,6.75,6.75,0.5,36000,3500,7,186000,no,6,no,other,august,4.25,no,na,0,no,0,4,760,760000,no,0,0,manual
1976-F-2042,2023-08-24,Thursday,August,Jos South,Zawan,58.8331000010173,1976,Female,Married,5,secondary_education,inherited,zinc,yes,may,0.14,0.09,0.12,75000,12000,2,53000,yes,20,no,marabel,august,0.65,yes,no,0,yes,0.05,0.6,360,360000,yes,6,12000,manual
1976-M-7422,2023-08-24,Thursday,August,Jos South,Turu,27.0645333329837,1976,Male,Married,5,tertiary_education,owned,zinc,yes,may,0.22,0.18,0.25,150000,15000,5,75000,yes,22,no,marabel,august,0.85,yes,yes,0.5,yes,0.03,0.75,380,380000,yes,8,16000,manual
1976-M-5952,2023-08-24,Thursday,August,Jos South,Danvwi Vwang,1271.04019999901,1976,Male,Married,5,secondary_education,owned,zinc,yes,may,0.18,0.09,0.2,120000,20000,4,106000,yes,20,no,marabel,july,1,no,na,0,yes,0.05,0.9,360,360000,yes,8,16000,manual
1976-M-3212,2023-08-25,Friday,August,Jos South,Chaha Vwang,447.090183329582,1976,Male,Married,5,tertiary_education,owned,zinc,yes,may,0.36,0.45,0.4,240000,35000,8,208000,yes,22,no,nicola,august,2.35,no,na,0,yes,0.1,2.2,350,350000,yes,20,30000,manual
1976-F-4486,2023-08-25,Friday,August,Bassa,Kisanchi,11.0927500009537,1976,Female,Married,5,secondary_education,owned,zinc,yes,may,0.14,0.41,0.2,72000,29000,3,78000,yes,12,no,marabel,july,1.9,yes,no,0,yes,0.15,1.7,460,460000,yes,23,39000,manual
1976-M-8245,2023-08-28,Monday,August,Jos South,Du,224.672116669019,1976,Male,Married,5,tertiary_education,owned,zinc,yes,may,0.18,0.22,0.2,120000,23000,4,106000,yes,18,no,nicola,july,1.25,no,na,0,no,0,1.15,350,350000,yes,10,20000,manual
1976-F-1992,2023-08-31,Thursday,August,Jos South,Zawan,110.632616666953,1976,Female,Married,5,secondary_education,owned,zinc,yes,may,0.09,0.04,0.07,45000,10000,1,26500,yes,16,no,other,august,0.5,no,na,0,no,0,0.03,360,360000,yes,6,12000,manual
1976-M-5511,2023-08-16,Wednesday,August,Mangu,Kongong Langai District,4.48896666367849,1976,Male,Married,4,tertiary_education,owned,zinc,no,april,6.75,6.75,0.55,35000,5000,6,150000,no,3,no,marabel,july,5,no,na,0,no,0,4.9,700,700000,yes,3,15000,manual
1976-M-0185,2023-08-22,Tuesday,August,Mangu,KWA,3.56234999895096,1976,Male,Married,4,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,4,no,marabel,july,5.1,yes,yes,4.9,no,0,4.25,400,400000,yes,10,100000,manual
1976-F-1978,2023-08-23,Wednesday,August,Bassa,Miango,13.0873666683833,1976,Female,Married,4,secondary_education,owned,zinc,yes,may,0.14,0.36,0.15,54000,34000,3,75000,no,8,no,nicola,july,1.45,no,na,0,yes,0.15,1.3,440,440000,yes,18,42000,manual
1976-M-2644,2023-08-15,Tuesday,August,Mangu,Konbring,11.8963000019391,1976,Male,Married,3,tertiary_education,owned,zinc,no,april,2.25,2.25,0.1,35000,5000,2,30000,no,3,no,other,july,1,no,na,0,no,0,0.95,700,700000,no,0,0,manual
1976-F-9629,2023-08-21,Monday,August,Mangu,LCC DUNGBHUU,4.9189333319664,1976,Female,Married,3,non_formal_education,owned,zinc,no,may,4.5,4.5,0.25,20000,50000,4,100000,no,7,yes,caruso,august,2.5,yes,yes,1.5,no,0,1.25,400,400000,yes,5,50000,manual
1976-M-6169,2023-08-25,Friday,August,Mangu,Sabon gida,2.78893333276113,1976,Male,Married,3,secondary_education,owned,zinc,no,april,4.5,4.5,0.45,36000,4000,7,165000,no,5,yes,nicola,july,3.75,no,na,0,no,0,3.65,780,780000,no,0,0,manual
1976-F-8249,2023-09-03,Sunday,September,Jos South,Ji-Lah Turu,257.820783332984,1976,Female,Married,2,tertiary_education,inherited,zinc,yes,may,0.09,0.14,0.1,60000,14000,2,53000,yes,20,yes,other,august,0.8,no,na,0,no,0,0.75,380,380000,yes,18,36000,manual
1975-F-6441,2023-08-21,Monday,August,Mangu,KOPAL,3.79853333234787,1975,Female,Married,12,non_formal_education,owned,zinc,no,may,13.5,4.5,0.75,300000,150000,10,300000,no,8,yes,marabel,july,7.75,yes,yes,7,no,0,6.25,400,400000,yes,13,130000,manual
